LanguageCode,Key,CreatedBy,CreatedByName,ModifiedBy,ModifiedByName,CreatedDate,ModifiedDate,Active,LanguageId,Value
EN,type_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Type
EN,unit_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Unit
EN,unitCost_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Unit costs
EN,unitDoesntExist_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Unit doesnt exist
EN,unitNotExist_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Unit does not exist.
EN,units_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Units
EN,user_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,User
EN,user_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,User
EN,userName_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Username
EN,users_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Users
EN,warehouse_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Warehouse
EN,warehouse_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Warehouses
EN,warehouseError_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Warehouse does not exist.
EN,warehouseTransfers_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Warehouses Transfers
EN,yes_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Yes
EN,zone_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Zone
EN,zones_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,1,Zones
ES,accountsReceivable_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cuentas por cobrar
ES,accountState_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Estado de cuentas
ES,actions_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Acciones
ES,add_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Agregar
ES,address_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Dirección
ES,addRole_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Agregar rol
ES,all_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Todos
ES,amount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto
ES,amountIsGreater_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto NC es mayor que el monto de la factura
ES,areadyClosed_error,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Ya se encuentra cerrado. Operación no válida
ES,areYouSure_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Está seguro?
ES,auth_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Autorizaciones
ES,baseProducts_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Productos bases
ES,beforeTaxAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto grabado
ES,beforeTaxesAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto grabado
ES,billing_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Facturación
ES,billingAmountLimit_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto límite de facturación
ES,birthDay_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Fecha de nacimiento
ES,branchOffice_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sucursal
ES,branchOffice_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sucursales
ES,cancel_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cancelar
ES,CannotDeleteExpense_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No es posible eliminar el gasto
ES,cannotDeleteTax_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No se puede eliminar los impuestos del producto
ES,cannotEraseUnit_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No se puede eliminar las unidades del producto
ES,cannotRemoveBaseProduct_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No es posible eliminar el producto base
ES,CannotUpdateExpense_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No es posible actualizar el gasto
ES,cannotUpdatePayment_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No es posible actualizar el pago
ES,CantCloseWithZero_error,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No se puede realizar el cierre con valor 0
ES,cardId_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Documento identidad
ES,cash_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Efectivo
ES,cashRegister_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Caja
ES,cashRegister_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cajas registradoras
ES,cashRegisterManteinance_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Mantenimiento
ES,cashRegisterOpeningHours_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Horas de apertura de caja
ES,cashRegisterOpeningIsClosed_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No se puede aperturar la caja. Ya se encuentra cerrada
ES,cashROpenClose_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Apertura / Cierre
ES,changePass_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cambiar contraseña
ES,check_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cheque
ES,closeCashRegister_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cerrar caja
ES,closing_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cierre
ES,closureAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto de cierre
ES,closureDate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Fecha de cierre
ES,code_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Código
ES,comissionByProduct_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Comisiones por producto
ES,comissionRate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Porcentaje de comisión
ES,commissions_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Comisiones
ES,core_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Configuraciones
ES,cost_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Costo
ES,creditAmountLimit_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto límite de crédito
ES,creditCard_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Tarjeta de crédito
ES,creditLimitReached_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Límite de credito alcanzado. No se puede continuar
ES,creditNoteApplied_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,NC ya está aplicada
ES,creditNoteNotExist_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,NC no existe
ES,currencies_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monedas
ES,currency_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Moneda
ES,customerPayment_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Pagos
ES,customers_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Clientes
ES,customersList_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Listado de clientes
ES,customersReturns_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Devoluciones de clientes
ES,dashboard_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Tablero
ES,date_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Fecha
ES,debtsToPay_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Deudas a pagar
ES,defWarehouseNotExit_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Almacen de defectuosos no existe. Favor ingresar uno con el código 'DEF'
ES,delete_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Borrar
ES,deleteConfirm_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Está seguro que desea borrar?
ES,description_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Descripción
ES,destinyBranchOffice_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sucursal destino
ES,destinyWarehouse_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Almacén destino
ES,details_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Detalles
ES,differentCurrency_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Las monedas son distintas. Solo puede aplicar pagos de la misma moneda
ES,edit_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Editar
ES,email_input,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Email
ES,email_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Email
ES,emptyInvoice_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,"La factura no tiene detalles, esta no puede ser vacía."
ES,equivalence_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Equivalencia
ES,error_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Error: No se pudo completar la operación.
ES,errorDictionary_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Error de diccionario
ES,exchangeRate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Tasa de cambio
ES,existence_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Existencia
ES,exo_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Exonerado
ES,expenses_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Gastos
ES,expensesPayment_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Pagos
ES,expensesRegister_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Registrar gastos
ES,export_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Exportar
ES,female_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Femenino
ES,fixedComission_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Comisión fija
ES,forgotPass_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Olvidó contraseña?
ES,gender_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Género
ES,id_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Id
ES,incomeReceipts_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Recibos de ingreso
ES,invalidInvoice_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Factura inválida
ES,inventory_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Inventario
ES,inventoryDoesntExist_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,El inventario no es válido
ES,inventoryIn_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Entradas de inventario
ES,invoiceDueDays_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Vencimiento de factura (días)
ES,invoicePaid_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,La factura ya se encuentra pagada.
ES,invoices_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Facturas
ES,isActive_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Activo?
ES,isCompositeProduct_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Producto compuesto
ES,isDefective_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Defectuoso
ES,isLocalCurrency_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Moneda local
ES,isPrimary_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Principal
ES,isService_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Es servicio
ES,language_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Lenguage
ES,lastName_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Apellidos
ES,login_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Iniciar Sesión
ES,logOut_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Salir
ES,logOut_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Salir
ES,male_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Masculino
ES,maxClosureDate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Fecha máxima de cierre
ES,mobile_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Teléfono celular
ES,movements_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Movimientos
ES,movementType_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Tipo de movimiento
ES,name_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Nombre
ES,no_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No
ES,notExistingClass_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,No se puede procesar este producto/servicio. La clase no existe.
ES,notValid_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Operación no válida
ES,numericControl_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Control numérico
ES,ok_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,OK
ES,ok_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Operación completada con éxito.
ES,opening_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Apertura
ES,openingAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto de apertura
ES,openingDate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Fecha de apertura
ES,operations_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Operaciones
ES,originBranchOffice_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sucursal origen
ES,originQuantity_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cantidad de origen
ES,originWarehouse_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Almacén origen
ES,outOfStock_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Producto agotado
ES,owedAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto adeudado
ES,owedAmountOutdated_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto adeudado está desactualizado. Favor ingresar nuevamente.
ES,paidAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto pagado
ES,parentUnitDoesntExist_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Unidad padre no existe.
ES,password_input,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Contraseña
ES,password_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Contraseña
ES,paymentNotValid_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,El pago no es válido.
ES,paymentType_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Tipo de pago
ES,permissions_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Permisos
ES,phone_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Teléfono
ES,phoneNumber_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Teléfono
ES,positiveBalance_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Balance a favor
ES,price_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Precio
ES,pricesList_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Listado de precios
ES,primaryUnitRequired_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Es obligatorio una unidad principal. Favor elegir una.
ES,print_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Imprimir
ES,product_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Producto
ES,productNeedsPrimaryUnit_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Es obligatorio una unidad principal. Favor elegir una.
ES,productNeedsUnits_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Es obligatorio una unidad principal. Favor elegir una.
ES,products_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Producto
ES,productsMovements_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Movimientos de productos
ES,profile_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Perfil
ES,quantity_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Cantidad
ES,quotes_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Conduces
ES,rate_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Porcentaje
ES,reference_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Referencia
ES,remember_msg,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Recordarme?
ES,reports_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Reportes
ES,required_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Requerido
ES,resetPass_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Reiniciar contraseña
ES,resultState_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Estado resultado
ES,returnedAmount_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Monto devuelto
ES,reverse_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Reversar
ES,role_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Roles
ES,roles_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Roles
ES,sales_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Ventas
ES,save_btn,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Guardar
ES,section_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sección
ES,sector_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Sector
ES,selectColumns_lbl,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Seleccionar columnas
ES,sellers_menu,00000000-0000-0000-0000-000000000000,NULL,NULL,NULL,0001-01-01 00:00:00.0000000,NULL,1,2,Vendedores
